0.000000E+00	1.953957E+00
1.000000E-03	1.958446E+00
2.000000E-03	1.919475E+00
3.000000E-03	1.951150E+00
4.000000E-03	2.011819E+00
5.000000E-03	1.968780E+00
6.000000E-03	1.953993E+00
7.000000E-03	2.030830E+00
8.000000E-03	1.911176E+00
9.000000E-03	1.964009E+00
1.000000E-02	2.022061E+00
1.100000E-02	1.995969E+00
1.200000E-02	2.035373E+00
1.300000E-02	1.999912E+00
1.400000E-02	2.037110E+00
1.500000E-02	1.988173E+00
1.600000E-02	1.947583E+00
1.700000E-02	1.984441E+00
1.800000E-02	2.009454E+00
1.900000E-02	1.936058E+00
2.000000E-02	2.008131E+00
2.100000E-02	1.982777E+00
2.200000E-02	1.996951E+00
2.300000E-02	2.002087E+00
2.400000E-02	1.985274E+00
2.500000E-02	1.952891E+00
2.600000E-02	2.007654E+00
2.700000E-02	1.958185E+00
2.800000E-02	1.939767E+00
2.900000E-02	1.962809E+00
3.000000E-02	1.954985E+00
3.100000E-02	2.002843E+00
3.200000E-02	2.011846E+00
3.300000E-02	1.919668E+00
3.400000E-02	1.985172E+00
3.500000E-02	1.999853E+00
3.600000E-02	1.952708E+00
3.700000E-02	1.941236E+00
3.800000E-02	1.964363E+00
3.900000E-02	1.952953E+00
4.000000E-02	1.999394E+00
4.100000E-02	1.986524E+00
4.200000E-02	2.028183E+00
4.300000E-02	1.993686E+00
4.400000E-02	1.982886E+00
4.500000E-02	1.960402E+00
4.600000E-02	2.027001E+00
4.700000E-02	1.992741E+00
4.800000E-02	2.018179E+00
4.900000E-02	2.096821E+00
5.000000E-02	2.073347E+00
5.100000E-02	1.985215E+00
5.200000E-02	2.101499E+00
5.300000E-02	2.084277E+00
5.400000E-02	2.045900E+00
5.500000E-02	2.125909E+00
5.600000E-02	2.097857E+00
5.700000E-02	2.101212E+00
5.800000E-02	2.134272E+00
5.900000E-02	2.089927E+00
6.000000E-02	2.151946E+00
6.100000E-02	2.097537E+00
6.200000E-02	2.146113E+00
6.300000E-02	2.154933E+00
6.400000E-02	2.192881E+00
6.500000E-02	2.099420E+00
6.600000E-02	2.160329E+00
6.700000E-02	2.113414E+00
6.800000E-02	2.086677E+00
6.900000E-02	2.144018E+00
7.000000E-02	2.061383E+00
7.100000E-02	2.067688E+00
7.200000E-02	2.062230E+00
7.300000E-02	2.075807E+00
7.400000E-02	1.989993E+00
7.500000E-02	2.041834E+00
7.600000E-02	2.011039E+00
7.700000E-02	2.028951E+00
7.800000E-02	2.071244E+00
7.900000E-02	2.023942E+00
8.000000E-02	2.014621E+00
8.100000E-02	2.044886E+00
8.200000E-02	2.047823E+00
8.300000E-02	1.997835E+00
8.400000E-02	2.063604E+00
8.500000E-02	1.942315E+00
8.600000E-02	2.029308E+00
8.700000E-02	2.026878E+00
8.800000E-02	2.019117E+00
8.900000E-02	1.963189E+00
9.000000E-02	1.998087E+00
