0.0 , 1.8978036383520365
0.004 , 1.9252639463731187
0.008 , 1.9257153931760078
0.012 , 1.9453498087679622
0.016 , 1.9450644119164244
0.02 , 1.9586052616524154
0.024 , 1.9682868865122143
0.028 , 1.9345905055330923
0.032 , 1.9280373958505763
0.036 , 1.913339489444305
0.04 , 1.9249211400386919
0.044 , 1.9312369457679874
0.048 , 1.9575492641626704
0.052 , 1.9695673779959704
0.056 , 1.9437191455439737
0.06 , 1.9694658586082845
0.064 , 1.9844264280787405
0.068 , 1.945213513545546
0.072 , 1.964161288557131
0.076 , 1.9329512132401243
0.08 , 1.9150674055074173
0.084 , 1.9431457740802378
0.088 , 1.9224184643170041
0.092 , 1.9355597692203061
0.096 , 1.9068952819343146
0.1 , 1.943643190226641
0.104 , 1.9596670988625287
0.108 , 1.9228969396148199
0.112 , 1.94468651878135
0.116 , 1.925443366750002
0.12 , 1.9331991100525108
0.124 , 1.9213300839560667
0.128 , 1.9223949744097935
0.132 , 1.916328185641615
0.136 , 1.878907302116982
0.14 , 1.9086860149644989
0.144 , 1.9117086284974176
0.148 , 1.9072136845796661
0.152 , 1.9300134142635874
0.156 , 1.9131644927136717
0.16 , 1.9536640168142232
0.164 , 1.9310030340039919
0.168 , 1.938600889505773
0.172 , 1.9202858592456709
0.176 , 1.914226805904822
0.18 , 1.8838761367441408
0.184 , 1.898491335062734
0.188 , 1.8864541576322575
0.192 , 1.9125230167813463
0.196 , 1.8862152704447075
0.2 , 1.9040389140185938
0.204 , 1.918308310890941
0.208 , 1.9272373899412878
0.212 , 1.933085921827842
0.216 , 1.8967215835885116
0.22 , 1.913961734292445
0.224 , 1.9167640558024024
0.228 , 1.8864160786040873
0.232 , 1.8706973281667783
0.236 , 1.8504835418414627
0.24 , 1.8851115252921629
0.244 , 1.8961978126339123
0.248 , 1.879424714062469
0.252 , 1.914891545400512
0.256 , 1.9095379035651663
0.26 , 1.9067743507130144
0.264 , 1.9392426253538635
0.268 , 1.8864989755353074
0.272 , 1.8949489782297224
0.276 , 1.8662724813683398
0.28 , 1.8942551770671854
0.284 , 1.8825945354621547
0.288 , 1.84915616809119
0.292 , 1.8756150744547766
0.296 , 1.8543399878678455
0.3 , 1.893088208150791
0.304 , 1.9022164291945798
0.308 , 1.8833118535580002
0.312 , 1.9041682555893567
0.316 , 1.8959381224991665
0.32 , 1.8705024055154607
0.324 , 1.860092206691271
0.328 , 1.8412336737303177
